, Sales Org , European Customer , Sold to Customer , Ship To Country , Type , confi , size , Die Reference , Board Type , Board Item , WRK Filter , Grade , Certification , x , new Cal + width,Category,old Cal + width,Unchanged?,GSM,Caliper,new std width mm,std width mm,std width, Std Width Round (in) , optimum width , optimum width (in) , optimum std? ,repeat,NB ON, x ,producer 2019,Forecast Quantity board MT - OCT 2018,Forecast Quantity board MT - NOV 2018,Forecast Quantity board MT - DEC 2018,Forecast Quantity board MT - JAN 2019,Forecast Quantity board MT - FEB 2019,Forecast Quantity board MT - MAR 2019,Forecast Quantity board MT - APR 2019,Forecast Quantity board MT - MAY 2019,Forecast Quantity board MT - JUN 2019,Forecast Quantity board MT - JUL 2019,Forecast Quantity board MT - AUG 2019,Forecast Quantity board MT - SEP 2019,Forecast Quantity board MT - Q1 2019,Forecast Quantity board MT - Q2 2019,Forecast Quantity board MT - Q3 2019,Forecast Quantity board MT - Q4 2019,Forecast Quantity board MT - FY 2019,Average,Standarddeviation
1829, MeadWestvaco Enterprises GmbH , C.f.g.v. S.a.-EUR ," COMPAGNIE FRANCAISE, WISSEMBOURG IN EURO ", France , CP ,  1x3 , 200   , 4549.01E320/R , 01E Carrier Kote FSC , 01E , MCB , Carrier , FSC ,,3201200,Std Sku,3201194,No,320,16,1200,1194,119.4,47.01,59.3,23.35,N,96.5,9,,Svitavy,7.194224,7.612493,6.937987,7.614000,7.213065,9.361685,8.797211,8.959243,8.226707,7.632087,7.440663,7.430112,21.744703,24.188750,25.983161,22.502863,94.419476,7.868290,0.781704
1832, MeadWestvaco Enterprises GmbH , Estavayer Lait S.a.-EUR ," ESTAVAYER LAIT S.A., ESTAVAYER-LE-LAC ", Switzerland                 , CP ,  1x2 , 100   , 3198.010290/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900900,No,290,14,910,900,90.0,35.43,86.5,34.06,N,116.5,20,,Trier,0.425112,0.449972,0.410196,0.449972,0.426355,0.553143,0.519581,0.529526,0.486020,0.450594,0.439407,0.438785,1.285280,1.429470,1.535127,1.328786,5.578664,0.464889,0.046165
1833, MeadWestvaco Enterprises GmbH , Estavayer Lait S.a.-EUR ," ESTAVAYER LAIT S.A., ESTAVAYER-LE-LAC ", Switzerland                 , CP ,  1x2/2 , 125   , 4326/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900900,No,290,14,910,900,90.0,35.43,87.2,34.33,N,111.4,18,,Trier,0.128963,0.136689,0.124803,0.136689,0.129558,0.168187,0.158084,0.161056,0.147981,0.137284,0.133718,0.133718,0.390456,0.434434,0.467121,0.404719,1.696730,0.141394,0.014062
1836, MeadWestvaco Enterprises GmbH , Privatbrauerei Fritz Egger-EUR , EGGER GETRÄNKE GMBH & CO. OG , Austria , CP ,  2x3 , 500   , 3204D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4001392,Exception,4001392,Yes,400,21,1392,1392,139.2,54.80,138.2,54.41,N,76.7,7,,Svitavy,3.408761,3.606914,3.287425,3.607787,3.418363,4.436190,4.169076,4.245893,3.898470,3.616516,3.525732,3.521368,10.303099,11.462340,12.313439,10.663616,44.742494,3.728541,0.370552
1837, MeadWestvaco Enterprises GmbH , Privatbrauerei Fritz Egger-EUR , EGGER GETRÄNKE GMBH & CO. OG , Austria , CP ,  2x3 , 500   , 3528/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4301276,Std Sku,4301255,No,430,23,1276,1255,125.5,49.41,122.2,48.11,N,76.3,6,,Svitavy,0.685081,0.724637,0.660674,0.725479,0.686764,0.891279,0.837415,0.853406,0.783551,0.727162,0.708647,0.707805,2.070393,2.303522,2.474372,2.143614,8.991900,0.749325,0.074384
1838, MeadWestvaco Enterprises GmbH , Privatbrauerei Fritz Egger-EUR , EGGER GETRÄNKE GMBH & CO. OG , Austria , CP ,  2x3 , 330   , 4237/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000967,Std Sku,4000940,No,400,21,967,940,94.0,37.01,93.0,36.61,N,124.6,10,,Svitavy,4.487341,4.748767,4.327421,4.749725,4.499790,5.839480,5.488039,5.588588,5.131810,4.760259,4.641515,4.634812,13.563529,15.088995,16.208436,14.036586,58.897546,4.908129,0.487660
1839, MeadWestvaco Enterprises GmbH , Privatbrauerei Fritz Egger-EUR , EGGER GETRÄNKE GMBH & CO. OG , Austria , CP ,  2x2 , 330   , 4342/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801270,Fastrunner,3801264,No,380,20,1270,1264,126.4,49.76,121.5,47.83,N,63.7,10,,Svitavy,1.221387,1.292056,1.177610,1.292681,1.224514,1.589116,1.493432,1.520949,1.396496,1.295808,1.263288,1.261412,3.691052,4.106311,4.410876,3.820508,16.028748,1.335729,0.132680
1840, MeadWestvaco Enterprises GmbH , Privatbrauerei Fritz Egger-EUR , EGGER GETRÄNKE GMBH & CO. OG , Austria , BM ,  2x3 , 500   , 4576D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501258,Std Sku,3501255,No,350,18,1258,1255,125.5,49.41,124.2,48.90,N,87.0,4,,Trier,2.786218,2.948688,2.687017,2.948688,2.794029,3.625910,3.407200,3.469688,3.186146,2.955718,2.881513,2.877607,8.421923,9.368627,10.063034,8.714839,36.568422,3.047368,0.302751
1842, MeadWestvaco Enterprises GmbH , Klosterquell Fruchtsaft--EUR ," KLOSTERQUELL, A-GUTENSTEIN ", Austria , CP ,  2x2 , 200   , 3543D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201305,Std Sku,3201305,Yes,320,16,1305,1305,130.5,51.38,129.8,51.10,N,96.6,28,,Svitavy,3.679979,3.894363,3.548876,3.895188,3.689874,4.789003,4.500410,4.582865,4.208518,3.904258,3.806136,3.801189,11.123218,12.374065,13.291792,11.511583,48.300658,4.025055,0.399902
1843, MeadWestvaco Enterprises GmbH , Klosterquell Fruchtsaft--EUR ," KLOSTERQUELL, A-GUTENSTEIN ", Austria , CP ,  2x3 , 200   , 3544D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201278,Std Sku,3201278,Yes,320,16,1278,1278,127.8,50.31,126.1,49.65,N,96.6,18,,Svitavy,1.927486,2.039728,1.858849,2.039728,1.932331,2.508074,2.357073,2.399870,2.203649,2.044573,1.993701,1.990471,5.826063,6.480133,6.960591,6.028744,25.295531,2.107961,0.209366
1851, MeadWestvaco Enterprises GmbH , Ottakringer Brauerei Ag-EUR , OTTAKRINGER BRAUEREI AG , Austria , CP ,  2x3 , 500   , 3817/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4001004,Std Sku,4001004,Yes,400,21,1004,1004,100.4,39.53,99.0,38.98,N,120.1,10,,Svitavy,9.625003,10.183989,9.281922,10.186947,9.649650,12.524433,11.770246,11.986151,11.006201,10.210607,9.954282,9.940480,29.090915,32.361030,34.762598,30.105370,126.319913,10.526659,1.045906
1853, MeadWestvaco Enterprises GmbH , Ottakringer Brauerei Ag-EUR , OTTAKRINGER BRAUEREI AG , Austria , CP ,  2x3 , 330   , 4372/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,94.0,37.01,N,121.3,10,,Svitavy,2.272540,2.404113,2.191090,2.405008,2.277911,2.956361,2.778245,2.830159,2.598340,2.410379,2.350410,2.346830,6.867744,7.639280,8.206744,7.107618,29.821386,2.485115,0.246849
1855, MeadWestvaco Enterprises GmbH , Ottakringer Brauerei Ag-EUR , OTTAKRINGER BRAUEREI AG , Austria , CP , 2x3 , 330   , 4776CM/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,90.5,35.63,N,130.6,10,,Svitavy,0.941512,0.995478,0.907783,0.996442,0.943439,1.224833,1.150630,1.171831,1.076427,0.998369,0.973313,0.972350,2.844773,3.164714,3.398887,2.944032,12.352405,1.029367,0.102200
1862, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH FRUCHTSAEFTE, RANKWEIL ", Austria , CD ,  2x2 , 250   , 4146E/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200955,Fastrunner,3200955,Yes,320,16,955,955,95.5,37.60,95.5,37.60,Y,107.4,10,,Svitavy,193.199813,204.427812,186.311270,204.478946,193.705622,251.411418,236.255795,240.606999,220.933642,204.951588,199.818867,199.539013,583.938896,649.595986,697.796436,604.309468,2535.640785,211.303399,20.996176
1866, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH FRUCHTSAEFTE, RANKWEIL ", Austria , CD ,  2x2 , 250   , 4192G/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200955,Fastrunner,3200955,Yes,320,16,955,955,95.5,37.60,95.5,37.60,Y,103.8,8,,Svitavy,176.031144,186.261700,169.755504,186.308448,176.492618,229.069888,215.261743,219.226009,201.300664,186.739202,182.062357,181.807244,532.048348,591.870955,635.788416,550.608803,2310.316521,192.526377,19.130333
1869, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH FRUCHTSAEFTE, RANKWEIL ", Austria , CP , 2x3 , 250   , 4590F/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4001004,Std Sku,4001004,Yes,400,21,1004,1004,100.4,39.53,0.0,0.00,N,115.6,12,,Svitavy,0.232487,0.245772,0.223947,0.245772,0.232487,0.301759,0.283729,0.288474,0.265699,0.245772,0.240078,0.240078,0.702205,0.780017,0.837902,0.725929,3.046053,0.253838,0.025062
1870, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH FRUCHTSAEFTE, RANKWEIL ", Austria , CD ,  2x3 , 250   , 4599C/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200978,Fastrunner,3200978,Yes,320,16,978,978,97.8,38.50,97.8,38.50,Y,107.6,8,,Svitavy,80.634441,85.321122,77.760073,85.342459,80.845752,104.930291,98.604753,100.420506,92.209695,85.539315,83.397304,83.280292,243.715636,271.118502,291.234954,252.216912,1058.286003,88.190500,8.763020
1905, MeadWestvaco Enterprises GmbH , RED BULL Europe , RED BULL GMBH , Peru             , FB ,  2x3 , 250   , 4412.011320/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201278,Std Sku,3201278,Yes,320,16,1278,1278,127.8,50.31,120.8,47.56,N,102.2,10,,Svitavy,0.697112,0.737265,0.672338,0.737265,0.698821,0.906417,0.851741,0.867973,0.797066,0.738973,0.721033,0.720179,2.106715,2.342503,2.516781,2.180185,9.146182,0.762182,0.075554
1908, MeadWestvaco Enterprises GmbH , Privatbrauerei Zwettl-EUR , ZWETTL PRIVATBRAUEREI , Austria , CP , 2x3 , 330   , 3132/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,92.5,36.42,N,130.2,10,,Svitavy,0.750326,0.794520,0.724387,0.794520,0.753208,0.977057,0.918453,0.934785,0.858888,0.796441,0.776266,0.775305,2.269232,2.524785,2.712127,2.348012,9.854156,0.821180,0.081605
1909, MeadWestvaco Enterprises GmbH , Domaines De Vinsmoselle-EUR ," DOMAINES DE VINSMOSELLE, REMICH ", Luxembourg , CP ,,, 3753/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800914,Std Sku,3800910,No,380,20,914,910,91.0,35.83,88.8,34.96,N,107.4,15,,Trier,0.296816,0.314275,0.286188,0.314275,0.297575,0.386392,0.362859,0.369691,0.339326,0.315035,0.306684,0.306684,0.897279,0.998242,1.071877,0.928403,3.895801,0.324650,0.032272
1910, MeadWestvaco Enterprises GmbH , Domaines De Vinsmoselle-EUR ," DOMAINES DE VINSMOSELLE, REMICH ", Luxembourg , CP ,  2x3 , 250   , 3964/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800872,Fastrunner,3800865,No,380,20,872,865,86.5,34.06,86.5,34.06,Y,118.8,10,,Trier,0.156442,0.165222,0.150855,0.165222,0.156442,0.203534,0.190763,0.194754,0.178791,0.166020,0.161231,0.161231,0.472518,0.525198,0.564308,0.488482,2.050506,0.170876,0.017019
1911, MeadWestvaco Enterprises GmbH , Domaines De Vinsmoselle-EUR ," DOMAINES DE VINSMOSELLE, REMICH ", Luxembourg , CP ,  1x3 , 250   , 4546D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800872,Fastrunner,3800865,No,380,20,872,865,86.5,34.06,86.5,34.06,Y,121.5,15,,Trier,0.956719,1.012228,0.922434,1.012228,0.959168,1.244878,1.169777,1.191001,1.093860,1.014677,0.989372,0.987739,2.891382,3.216274,3.454638,2.991788,12.554082,1.046174,0.103937
1912, MeadWestvaco Enterprises GmbH , BRASSERIE SIMON EXPLOIT ," SIMON BRASSERIE, L-WILTZ ", Luxembourg , CP ,  2x3 , 250   , 3309/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,92.5,36.42,N,113.8,10,,Trier,0.164584,0.173820,0.158706,0.173820,0.164584,0.214127,0.200691,0.204890,0.188095,0.174660,0.169622,0.169622,0.497109,0.552530,0.593676,0.513904,2.157220,0.179768,0.017904
1913, MeadWestvaco Enterprises GmbH , BRASSERIE SIMON EXPLOIT ," SIMON BRASSERIE, L-WILTZ ", Luxembourg , CP ,  2x3 , 330   , 3310/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4001310,Std Sku,4001303,No,400,21,1310,1303,130.3,51.30,127.7,50.28,N,73.8,7,,Trier,0.526764,0.557427,0.507895,0.557427,0.528337,0.685580,0.643911,0.655704,0.602241,0.558999,0.544847,0.544061,1.592087,1.771344,1.901856,1.647908,6.913194,0.576099,0.057180
1918, MeadWestvaco Enterprises GmbH , S SPITZ GMBH ," SPITZ KG, A-ATTNANG-PUCHHEIM ", Austria , CP ,  1x3 , 200   , 4547D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500905,Std Sku,3500873,No,350,18,905,873,87.3,34.37,87.3,34.37,Y,108.0,15,,Svitavy,1.492686,1.579697,1.439400,1.579697,1.496733,1.942582,1.825218,1.858943,1.707179,1.583744,1.543948,1.541925,4.511782,5.019012,5.391340,4.669617,19.591752,1.632646,0.162204
1919, MeadWestvaco Enterprises GmbH , S SPITZ GMBH ," SPITZ KG, A-ATTNANG-PUCHHEIM ", Austria , CP ,  2x2 , 200   , 4733CM/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000925,Std Sku,4000925,Yes,400,21,925,925,92.5,36.42,85.2,33.54,N,134.2,24,,Svitavy,0.347105,0.367404,0.334926,0.367404,0.348120,0.451643,0.424240,0.432359,0.396837,0.368419,0.359284,0.358269,1.049435,1.167167,1.253436,1.085973,4.556011,0.379668,0.037654
1920, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  2x3 , 65   , 3365F.010290/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900910,Yes,290,14,910,910,91.0,35.83,89.8,35.35,N,64.4,16,,Svitavy,25.349856,26.823411,24.446213,26.829734,25.416240,32.988140,30.999314,31.570582,28.988811,26.892054,26.218725,26.181694,76.619481,85.234114,91.558708,79.292474,332.704776,27.725398,2.754970
1922, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  2x4 , 65   , 3637E.010290/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900910,Yes,290,14,910,910,91.0,35.83,90.4,35.59,N,64.4,12,,Svitavy,0.904580,0.957035,0.872274,0.957382,0.907012,1.176927,1.106061,1.126557,1.034501,0.959467,0.935497,0.934108,2.733889,3.041321,3.267119,2.829071,11.871401,0.989283,0.098283
1923, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CC ,  1x2 , 115   , 3712D.011320/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200730,Std Sku,3200707,No,320,16,730,707,70.7,27.83,69.6,27.40,N,89.9,28,,Svitavy,0.907951,0.960749,0.875525,0.961165,0.910446,1.181501,1.110411,1.130782,1.038490,0.963243,0.939131,0.937884,2.744225,3.053111,3.279683,2.840258,11.917278,0.993107,0.098672
1924, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  2x3 , 65   , 4074D/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901362,No,290,14,1387,1362,136.2,53.62,134.4,52.91,N,64.6,24,,Svitavy,1.527594,1.616256,1.473354,1.616777,1.531766,1.988115,1.868160,1.902582,1.747163,1.620428,1.580269,1.577662,4.617203,5.136658,5.517905,4.778359,20.050125,1.670844,0.166055
1925, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP , 2x6 , 65   , 4113D/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900910,Yes,290,14,910,910,91.0,35.83,90.8,35.75,N,64.8,8,,Svitavy,0.426787,0.451604,0.411407,0.451604,0.427835,0.555067,0.521861,0.531299,0.487956,0.452653,0.441467,0.440768,1.289798,1.434507,1.541116,1.334888,5.600309,0.466692,0.046319
1926, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  2x2 , 150   , 4526/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200730,Std Sku,3200707,No,320,16,730,707,70.7,27.83,70.7,27.83,Y,83.8,14,,Svitavy,0.324354,0.343343,0.312729,0.343343,0.325129,0.422009,0.396821,0.404184,0.370857,0.344118,0.335592,0.335205,0.980426,1.090482,1.171861,1.014915,4.257684,0.354807,0.035273
1927, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  2x3 , 65   , 4556/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900910,Yes,290,14,910,910,91.0,35.83,89.8,35.35,N,64.4,16,,Svitavy,1.526392,1.614975,1.471854,1.615322,1.530214,1.985978,1.866478,1.900869,1.745242,1.619143,1.578500,1.576415,4.613221,5.131513,5.512590,4.774058,20.031382,1.669282,0.165848
1928, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  2x5 , 65   , 4557/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900935,Std Sku,2900935,Yes,290,14,935,935,93.5,36.81,93.5,36.81,Y,64.4,10,,Svitavy,0.348715,0.368703,0.336223,0.369060,0.349429,0.453651,0.426168,0.434020,0.398685,0.369774,0.360494,0.360137,1.053641,1.172140,1.258873,1.090404,4.575058,0.381255,0.037853
1929, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  2x6 , 65   , 4558/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900910,Yes,290,14,910,910,91.0,35.83,89.8,35.35,N,64.4,8,,Svitavy,0.424152,0.448816,0.408868,0.448816,0.425194,0.551641,0.518640,0.528019,0.484944,0.449858,0.438742,0.438048,1.281836,1.425652,1.531603,1.326648,5.565740,0.463812,0.046033
1930, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  1x3 , 150   , 4578C/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901062,Std Sku,2901062,Yes,290,14,1062,1062,106.2,41.81,52.7,20.75,N,85.0,6,,Svitavy,0.522778,0.552742,0.504050,0.553277,0.523848,0.680092,0.638891,0.650663,0.597689,0.554347,0.540435,0.539900,1.579569,1.757217,1.887243,1.634683,6.858713,0.571559,0.056747
1931, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  1x3 , 150   , 4582C/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900828,Exception,2900828,Yes,290,14,828,828,82.8,32.60,79.0,31.10,N,117.0,12,,Svitavy,0.037900,0.039623,0.036177,0.039623,0.037900,0.048811,0.045939,0.047088,0.043068,0.040197,0.039048,0.039048,0.113700,0.126333,0.136095,0.118294,0.494423,0.041202,0.004054
1932, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  1x2 , 150   , 4630E/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901405,Std Sku,2901405,Yes,290,14,1405,1405,140.5,55.31,70.0,27.56,N,85.0,12,,Svitavy,2.304226,2.438020,2.222109,2.438728,2.309890,2.997972,2.817456,2.869133,2.634817,2.444391,2.382804,2.379264,6.964356,7.746589,8.321407,7.206459,30.238811,2.519901,0.250296
1933, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP ,  1x3 , 200   , 4735C/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901062,Std Sku,2901062,Yes,290,14,1062,1062,106.2,41.81,53.1,20.91,N,93.1,6,,Svitavy,0.114871,0.121317,0.110768,0.121317,0.114871,0.149449,0.140072,0.143002,0.131281,0.121904,0.118387,0.118387,0.346956,0.385637,0.414355,0.358678,1.505626,0.125469,0.012496
1934, MeadWestvaco Enterprises GmbH , EMMI FRISCHPRODUKTE AG ," EMMI FRISCHPRODUKTE, OSTERMUNDIGEN ", Switzerland                 , CP , 1x2 , 130   , 4788CM/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900910,Yes,290,14,910,910,91.0,35.83,86.7,34.13,N,117.2,20,,Svitavy,0.018966,0.019598,0.018334,0.019598,0.018966,0.024655,0.022759,0.023391,0.021494,0.020230,0.019598,0.019598,0.056897,0.063219,0.067644,0.059426,0.247186,0.020599,0.002007
1935, MeadWestvaco Enterprises GmbH , Bernard-massard-EUR , CAVES BERNARD MASSARD SA , Luxemburg          , CP ,  1x3 , 200   , 3753/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800914,Std Sku,3800910,No,380,20,914,910,91.0,35.83,88.8,34.96,N,107.4,15,,Trier,0.434975,0.460786,0.419793,0.460786,0.436494,0.566303,0.532143,0.542011,0.497223,0.461545,0.450158,0.449399,1.315554,1.463582,1.571377,1.361101,5.711615,0.475968,0.047256
1937, MeadWestvaco Enterprises GmbH , BRAUEREI VITZTHUM GMBH ," VITZTHUM BRAUEREI, A-UTTENDORF ", Austria , CP ,  2x3 , 330   , 1926/R400 , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4001004,Std Sku,4001000,No,400,21,1004,1000,100.0,39.37,100.0,39.37,Y,100.0,10,,Svitavy,0.255909,0.270626,0.246915,0.270626,0.256726,0.332763,0.313141,0.318864,0.292701,0.271443,0.264902,0.264085,0.773450,0.860115,0.924706,0.800430,3.358701,0.279892,0.027799
1948, MeadWestvaco Enterprises GmbH , BRAUCOMMUNE IN FREISTADT , BRAUCOMMUNE IN FREISTADT A FREISTADT , Austria , CP ,  2x3 , 330   , 3132/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,92.5,36.42,N,130.4,10,,Svitavy,0.281925,0.298282,0.272303,0.298282,0.282887,0.367561,0.345430,0.351203,0.322337,0.299244,0.291547,0.291547,0.852510,0.948730,1.018971,0.882338,3.702548,0.308546,0.030761
1949, MeadWestvaco Enterprises GmbH , STARZINGER GMBH AND CO KG ," STARZINGER GMBH & CO. KG, FRANKENMARKT ", Austria , CP ,  2x3 , 250   , 3676/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500988,Std Sku,3500984,No,350,18,988,984,98.4,38.74,96.8,38.11,N,99.0,12,,Svitavy,0.113597,0.120566,0.109416,0.120566,0.114294,0.147746,0.138686,0.141474,0.130323,0.120566,0.117778,0.117778,0.343579,0.382606,0.410482,0.356123,1.492790,0.124399,0.012251
1950, MeadWestvaco Enterprises GmbH , STARZINGER GMBH AND CO KG ," STARZINGER GMBH & CO. KG, FRANKENMARKT ", Austria , CP ,  2x2 , 250   , 3677/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500988,Std Sku,3500984,No,350,18,988,984,98.4,38.74,95.5,37.60,N,100.0,18,,Svitavy,0.382247,0.404069,0.368872,0.404773,0.382951,0.496991,0.467425,0.475873,0.437155,0.405477,0.394918,0.394918,1.155188,1.284715,1.380453,1.195313,5.015669,0.417972,0.041462
1954, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH TRADING AG, CH-WIDNAU ", Switzerland                 , CD ,  2x2 , 250   , 4146E/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200955,Fastrunner,3200955,Yes,320,16,955,955,95.5,37.60,95.5,37.60,Y,107.4,10,,Svitavy,127.900659,135.333706,123.340083,135.367565,128.235792,166.436834,156.404258,159.285021,146.260431,135.680586,132.282266,132.097079,386.574448,430.040191,461.949711,400.059932,1678.624281,139.885357,13.899664
1957, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH TRADING AG, CH-WIDNAU ", Switzerland                 , CP ,  1x2 , 250   , 4351D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200873,Std Sku,3200873,Yes,320,16,873,873,87.3,34.37,87.1,34.29,N,127.9,15,,Svitavy,36.124023,38.223705,34.836462,38.233199,36.218965,47.008774,44.175116,44.988698,41.310055,38.321568,37.361923,37.309339,109.184190,121.460939,130.473869,112.992830,474.111827,39.509319,3.925942
1960, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH TRADING AG, CH-WIDNAU ", Switzerland                 , CD ,  2x2 , 355   , 4437E/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500988,Std Sku,3500984,No,350,18,988,984,98.4,38.74,97.3,38.31,N,119.4,10,,Svitavy,22.155282,23.442960,21.365193,23.448844,22.213278,28.830697,27.092500,27.591770,25.335812,23.502637,22.914273,22.882333,66.963436,74.492819,80.020083,69.299242,290.775579,24.231298,2.407741
