, Sales Org , European Customer , Sold to Customer , Ship To Country , Type , confi , size , Die Reference , Board Type , Board Item , WRK Filter , Grade , Certification , x , new Cal + width,Category,old Cal + width,Unchanged?,GSM,Caliper,new std width mm,std width mm,std width, Std Width Round (in) , optimum width , optimum width (in) , optimum std? ,repeat,NB ON, x ,producer 2019,Forecast Quantity board MT - OCT 2018,Forecast Quantity board MT - NOV 2018,Forecast Quantity board MT - DEC 2018,Forecast Quantity board MT - JAN 2019,Forecast Quantity board MT - FEB 2019,Forecast Quantity board MT - MAR 2019,Forecast Quantity board MT - APR 2019,Forecast Quantity board MT - MAY 2019,Forecast Quantity board MT - JUN 2019,Forecast Quantity board MT - JUL 2019,Forecast Quantity board MT - AUG 2019,Forecast Quantity board MT - SEP 2019,Forecast Quantity board MT - Q1 2019,Forecast Quantity board MT - Q2 2019,Forecast Quantity board MT - Q3 2019,Forecast Quantity board MT - Q4 2019,Forecast Quantity board MT - FY 2019,Average,Standarddeviation
1962, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH TRADING AG, CH-WIDNAU ", Switzerland                 , CD ,  2x3 , 355   , 4597D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501020,Fastrunner,3501020,Yes,350,18,1020,1020,102.0,40.16,101.8,40.08,N,119.4,8,,Svitavy,3.402315,3.600093,3.281208,3.600964,3.411899,4.427801,4.161192,4.237864,3.891098,3.609677,3.519065,3.514709,10.283616,11.440664,12.290154,10.643451,44.657884,3.721490,0.369851
1963, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH TRADING AG, CH-WIDNAU ", Switzerland                 , CD ,  2x3 , 250   , 4599C/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200978,Fastrunner,3200978,Yes,320,16,978,978,97.8,38.50,97.8,38.50,Y,107.6,8,,Svitavy,53.756753,56.880977,51.839819,56.894743,53.897168,69.953298,65.736731,66.947463,61.473360,57.026210,55.597974,55.520195,162.477549,180.745209,194.157553,168.144378,705.524690,58.793724,5.842066
1964, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH TRADING AG, CH-WIDNAU ", Switzerland                 , CD ,  2x3 , 250   , 4689C/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200890,Std Sku,3200890,Yes,320,16,890,890,89.0,35.04,88.8,34.96,N,116.9,6,,Svitavy,39.860954,42.177414,38.440046,42.188303,39.965072,51.871299,48.744349,49.641944,45.582693,42.285616,41.226740,41.168897,120.478414,134.024673,143.968986,124.681252,523.153326,43.596110,4.331910
1965, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH TRADING AG, CH-WIDNAU ", Switzerland                 , CD ,  2x3 , 185   , 4690C/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200845,Std Sku,3200845,Yes,320,16,845,845,84.5,33.27,84.3,33.19,N,108.1,6,,Svitavy,60.660136,64.185784,58.497906,64.201915,60.819660,78.937222,74.179002,75.545407,69.368205,64.350087,62.738721,62.650893,183.343826,203.958797,219.092613,189.739701,796.134938,66.344578,6.592235
1981, MeadWestvaco Enterprises GmbH , Heineken Europe , HEINEKEN GLOBAL PROC - BRAU UNION AT , Austria , BM ,  2x2 , 500   , 4696CM/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501365,Fastrunner,3501299,No,350,18,1365,1299,129.9,51.14,129.9,51.14,Y,98.8,4,,Trier,4.678907,4.950681,4.511804,4.951599,4.690843,6.088272,5.721011,5.826599,5.350077,4.963535,4.838666,4.832239,14.141392,15.730714,16.897687,14.634440,61.404233,5.117019,0.508383
1982, MeadWestvaco Enterprises GmbH , Heineken Europe , HEINEKEN GLOBAL PROC - BRAU UNION AT , Austria , BM ,  2x3 , 330   , 4748C.011350/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501106,Fastrunner,3501106,Yes,350,18,1106,1106,110.6,43.54,109.5,43.11,N,114.9,4,,Trier,0.324558,0.343650,0.312739,0.343650,0.325467,0.422744,0.397288,0.404561,0.370923,0.344559,0.335468,0.335468,0.980947,1.091860,1.172773,1.015494,4.261074,0.355089,0.035422
1985, MeadWestvaco Enterprises GmbH , Heineken Europe , HEINEKEN GLOBAL PROC - BRAU UNION AT , Austria , BW ,  2x3 , 250   , 4805/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501020,Fastrunner,3501020,Yes,350,18,1020,1020,102.0,40.16,102.0,40.16,Y,91.7,4,,Svitavy,2.046237,2.164675,1.973300,2.165344,2.051590,2.662517,2.501923,2.548094,2.339990,2.170697,2.115828,2.113151,6.184213,6.879451,7.390007,6.399676,26.853347,2.237779,0.222326
1986, MeadWestvaco Enterprises GmbH , Heineken Europe , HEINEKEN GLOBAL PROC - BRAU UNION AT , Austria , BW ,  2x3 , 330   , 4806/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800785,Normal,3800785,Yes,380,20,785,785,78.5,30.91,74.0,29.13,N,127.8,4,,Svitavy,4.367577,4.621606,4.212511,4.623165,4.379266,5.683695,5.340834,5.439796,4.994857,4.633294,4.517189,4.510956,13.201694,14.686125,15.775487,13.661439,57.324746,4.777062,0.474627
1991, MeadWestvaco Enterprises GmbH , RED BULL Europe , RED BULL FZE - DUBAI , United Arab Emirates (UAE)     , FB ,  2x2 , 250   , 4411.011320/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201357,Std Sku,3201357,Yes,320,16,1357,1357,135.7,53.43,131.5,51.77,N,102.2,14,,Svitavy,4.226242,4.472069,4.075661,4.472976,4.237127,5.499829,5.167825,5.263072,4.833101,4.482955,4.371380,4.365030,12.773972,14.209932,15.263998,13.219365,55.467267,4.622272,0.459263
1996, MeadWestvaco Enterprises GmbH , CAVIT CANTINA , CAVIT CANTINA VITICOLTORI SOC.COOP , Italy , CP ,  1x3 , 187   , MPC100417/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201200,Std Sku,3201194,No,320,16,1200,1194,119.4,47.01,59.7,23.50,N,69.9,6,,Svitavy,2.487116,2.631780,2.398681,2.632325,2.493667,3.236636,3.041750,3.097431,2.844134,2.638330,2.572277,2.569001,7.517576,8.362628,8.983315,7.779608,32.643128,2.720261,0.270314
1997, MeadWestvaco Enterprises GmbH , CAVIT CANTINA , CAVIT CANTINA VITICOLTORI SOC.COOP , Italy , CP ,  2x3 , 125   , MPC902903/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200905,Std Sku,3200902,No,320,16,905,902,90.2,35.51,89.0,35.04,N,137.8,15,,Svitavy,0.592672,0.627630,0.571534,0.627630,0.594298,0.771530,0.725189,0.738197,0.678036,0.629256,0.612996,0.612183,1.791836,1.993458,2.141423,1.854436,7.781153,0.648429,0.064480
1998, MeadWestvaco Enterprises GmbH , CAVIT CANTINA , CAVIT CANTINA VITICOLTORI SOC.COOP , Italy , BW ,  2x2 , 187   , MPW160271/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501545,Fastrunner,3501545,Yes,350,18,1545,1545,154.5,60.83,154.5,60.83,Y,62.5,6,,Trier,5.632159,5.959602,5.431133,5.960983,5.646666,7.328783,6.887357,7.014466,6.440404,5.974799,5.824894,5.817295,17.022894,18.936432,20.342227,17.616989,73.918542,6.159878,0.612077
2005, MeadWestvaco Enterprises GmbH , BIRRA CASTELLO SPA-EUR , BIRRA CASTELLO - FATTURAZIONE , Italy , CP ,  1x3 , 330   , MPC100331/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200917,Std Sku,3200917,Yes,320,16,917,917,91.7,36.10,91.5,36.02,N,110.0,10,,Svitavy,10.820896,11.449657,10.435590,11.452956,10.849266,14.081482,13.232357,13.476472,12.374655,11.479347,11.191687,11.175852,32.706143,36.383704,39.083485,33.846886,142.020218,11.835018,1.175996
2006, MeadWestvaco Enterprises GmbH , Nestle EUR , NEW PET FOOD ITALIA S.R.L. - EX NESTLE , Italy , CP ,  1x3 , 200   , MPC100012/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901405,Std Sku,2901405,Yes,290,14,1405,1405,140.5,55.31,138.5,54.53,N,89.9,18,,Svitavy,1.624705,1.719043,1.567055,1.719792,1.629198,2.114363,1.986333,2.023020,1.857555,1.723535,1.680110,1.677864,4.910803,5.463353,5.866909,5.081510,21.322575,1.776881,0.176448
2007, MeadWestvaco Enterprises GmbH , Nestle EUR , NEW PET FOOD ITALIA S.R.L. - EX NESTLE , Italy , CP ,  1x3 , 400   , MPC100021/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901362,No,290,14,1387,1362,136.2,53.62,134.8,53.07,N,80.6,12,,Svitavy,1.059365,1.120532,1.021623,1.121183,1.061967,1.378215,1.294924,1.319000,1.210981,1.123785,1.095154,1.093852,3.201519,3.561365,3.824905,3.312792,13.900581,1.158382,0.115015
2008, MeadWestvaco Enterprises GmbH , PUCCI , PUCCI SRL- FATTURAZIONE , Italy , CP ,  1x2 , 300   , MPC030971/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900977,Fastrunner,2900976,No,290,14,977,976,97.6,38.43,95.8,37.72,N,128.2,21,,Svitavy,2.069288,2.189440,1.995120,2.190182,2.074480,2.692299,2.529871,2.576597,2.365960,2.194632,2.139748,2.136781,6.253848,6.956961,7.472429,6.471160,27.154398,2.262867,0.224782
2009, MeadWestvaco Enterprises GmbH , PUCCI , PUCCI SRL- FATTURAZIONE , Italy , CP ,  1x3 , 300   , MPC031141/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900828,Exception,2900828,Yes,290,14,828,828,82.8,32.60,82.4,32.44,N,128.2,12,,Svitavy,2.048086,2.167007,1.975098,2.167637,2.053120,2.664714,2.504265,2.550198,2.341928,2.172670,2.117929,2.114783,6.190191,6.885471,7.396391,6.405382,26.877436,2.239786,0.222473
2010, MeadWestvaco Enterprises GmbH , GRANAROLO SPA-EUR , GRANAROLO S.P.A. - FATTURAZIONE , Italy , CP ,  2x2 , 125   , MPC012511/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901405,No,290,14,1387,1387,138.7,54.61,140.5,55.31,N,86.8,20,,Bilbao,5.645806,5.974000,5.444842,5.975446,5.660987,7.347500,6.904366,7.031595,6.456894,5.989181,5.839542,5.831590,17.064648,18.983933,20.392855,17.660313,74.101750,6.175146,0.613674
2012, MeadWestvaco Enterprises GmbH , GRANAROLO SPA-EUR , GRANAROLO S.P.A. - FATTURAZIONE , Italy , CP ,  1x2 , 125   , MPC090446_290/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900977,Fastrunner,2900976,No,290,14,977,976,97.6,38.43,97.6,38.43,Y,139.3,35,,Bilbao,71.931996,76.112186,69.367630,76.131528,72.120576,93.604998,87.962103,89.582763,82.257961,76.307213,74.396430,74.291664,217.411811,241.857101,259.802827,224.995307,944.067047,78.672254,7.817179
2014, MeadWestvaco Enterprises GmbH , GRANAROLO SPA-EUR , GRANAROLO S.P.A. - FATTURAZIONE , Italy , CP ,  1x2 , 125   , MPC090447_290/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900977,Fastrunner,2900976,No,290,14,977,976,97.6,38.43,97.6,38.43,Y,139.3,35,,Bilbao,4.046411,4.281734,3.902156,4.282539,4.056888,5.265734,4.948211,5.039277,4.627464,4.293016,4.185026,4.179385,12.230301,13.605162,14.614952,12.657427,53.107841,4.425653,0.439759
2016, MeadWestvaco Enterprises GmbH , GRANAROLO SPA-EUR , GRANAROLO S.P.A. - FATTURAZIONE , Italy , CP ,  1x2 , 100   , MPC130392_290/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900977,Fastrunner,2900976,No,290,14,977,976,97.6,38.43,97.6,38.43,Y,131.3,35,,Bilbao,1.440989,1.524547,1.390095,1.525307,1.444787,1.875489,1.762306,1.794970,1.647605,1.529105,1.490364,1.488085,4.355631,4.845583,5.204881,4.507554,18.913650,1.576137,0.156659
2017, MeadWestvaco Enterprises GmbH , GRANAROLO SPA-EUR , GRANAROLO S.P.A. - FATTURAZIONE , Italy , CP ,  2x4 , 125   , MPC990086/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901405,No,290,14,1387,1387,138.7,54.61,138.3,54.45,N,86.8,10,,Bilbao,21.172135,22.402501,20.417433,22.408285,21.227075,27.550956,25.890468,26.366855,24.211184,22.459610,21.897198,21.866837,63.992070,71.186316,76.468506,66.223645,277.870537,23.155878,2.300800
2020, MeadWestvaco Enterprises GmbH , Campari EUR , DAVIDE CAMPARI - FATTURAZIONE , Italy , CP ,  2x5 , 100   , MPC090592.010330/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,3301335,Normal,3301335,Yes,330,16,1335,1335,133.5,52.56,133.7,52.64,N,74.0,10,,Svitavy,20.817034,22.027140,20.074710,22.032471,20.871675,27.089464,25.456220,25.925336,23.805651,22.083114,21.530037,21.500051,62.918884,69.993610,75.187207,65.113202,273.212904,22.767742,2.262388
2021, MeadWestvaco Enterprises GmbH , Campari EUR , DAVIDE CAMPARI - FATTURAZIONE , Italy , CP ,  2x3 , 100   , MPC091205/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200873,Std Sku,3200873,Yes,320,16,873,873,87.3,34.37,84.8,33.39,N,108.9,18,,Svitavy,1.619250,1.713147,1.561420,1.713769,1.623603,2.106766,1.979913,2.016601,1.851815,1.717500,1.674593,1.672106,4.893817,5.444138,5.848329,5.064199,21.250483,1.770874,0.175932
2024, MeadWestvaco Enterprises GmbH , Campari EUR , DAVIDE CAMPARI - FATTURAZIONE , Italy , CP ,  2x3 , 125   , MPC130433.380/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801000,Fastrunner,3800975,No,380,20,1000,975,97.5,38.39,97.7,38.46,N,52.4,5,,Svitavy,2.479370,2.623815,2.391275,2.624212,2.486116,3.226594,3.032149,3.088102,2.835324,2.630164,2.564291,2.560720,7.494461,8.336923,8.955575,7.755175,32.542133,2.711844,0.269486
2025, MeadWestvaco Enterprises GmbH , Campari EUR , DAVIDE CAMPARI - FATTURAZIONE , Italy , CP ,  2x4 , 100   , MPC962113/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200955,Fastrunner,3200955,Yes,320,16,955,955,95.5,37.60,95.0,37.40,N,107.7,15,,Svitavy,3.502979,3.706820,3.377848,3.707493,3.512397,4.558515,4.283362,4.362746,4.006192,3.716239,3.622727,3.618018,10.587648,11.778405,12.652300,10.956984,45.975337,3.831278,0.380716
2031, MeadWestvaco Enterprises GmbH , ARS FOOD , ARS FOOD - FATTURAZIONE , Italy , CP ,,, MPC050064/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900910,Fastrunner,2900910,Yes,290,14,910,910,91.0,35.83,88.5,34.84,N,134.0,30,,Svitavy,4.704780,4.978003,4.537088,4.979449,4.717068,6.122214,5.752857,5.859110,5.379886,4.991014,4.865967,4.858739,14.219872,15.818731,16.991854,14.715720,61.746176,5.145515,0.511224
2032, MeadWestvaco Enterprises GmbH , Carlsberg Europe , CARLSBERG ITALIA - FATTURAZIONE , Italy , CP ,  1x3 , 330   , MPC070582/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3200905,Std Sku,3200902,No,320,16,905,902,90.2,35.51,89.7,35.31,N,110.2,10,,Bilbao,2.031094,2.149423,1.958926,2.150073,2.036945,2.643543,2.484254,2.529765,2.323015,2.154624,2.100661,2.098060,6.139443,6.830561,7.337035,6.353345,26.660385,2.221699,0.220817
2033, MeadWestvaco Enterprises GmbH , Carlsberg Europe , CARLSBERG ITALIA - FATTURAZIONE , Italy , CP ,  1x3 , 330   , MPC081008/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3200905,Std Sku,3200902,No,320,16,905,902,90.2,35.51,89.7,35.31,N,120.5,15,,Bilbao,19.433165,20.562826,18.740723,20.567803,19.484351,25.288352,23.764127,24.202057,22.222839,20.615435,20.099302,20.070865,58.736714,65.340506,70.189022,60.785603,255.051845,21.254320,2.111862
2035, MeadWestvaco Enterprises GmbH , Carlsberg Europe , CARLSBERG ITALIA - FATTURAZIONE , Italy , CP ,  1x3 , 330   , MPC100037/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3200905,Std Sku,3200902,No,320,16,905,902,90.2,35.51,90.0,35.43,N,123.9,15,,Bilbao,32.351222,34.231316,31.197727,34.239357,32.436016,42.098181,39.560931,40.288992,36.995172,34.319034,33.459396,33.412612,97.780264,108.773554,116.845095,101.191042,424.589956,35.382496,3.515660
2036, MeadWestvaco Enterprises GmbH , Carlsberg Europe , CARLSBERG ITALIA - FATTURAZIONE , Italy , CP ,  2x3 , 330   , MPC150041.350/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3500928,Fastrunner,3500928,Yes,350,18,928,928,92.8,36.54,90.0,35.43,N,103.4,10,,Bilbao,2.412919,2.552958,2.327111,2.553644,2.419097,3.139884,2.950420,3.004651,2.758897,2.559822,2.495295,2.491863,7.292988,8.112626,8.713968,7.546980,31.666561,2.638880,0.262149
2037, MeadWestvaco Enterprises GmbH , Carlsberg Europe , CARLSBERG ITALIA - FATTURAZIONE , Italy , CP ,  2x2 , 330   , MPC160401/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3500988,Std Sku,3500984,No,350,18,988,984,98.4,38.74,95.6,37.64,N,103.4,16,,Bilbao,0.711147,0.751908,0.685671,0.752636,0.712602,0.925146,0.869098,0.885112,0.813051,0.754092,0.735167,0.734439,2.148725,2.390384,2.567261,2.223698,9.330069,0.777506,0.077194
2040, MeadWestvaco Enterprises GmbH , GIUSEPPE CITTERIO SALUMIFICIO-EUR , CITTERIO - FATTURAZIONE , Italy , CP ,,, MPC992661/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901405,Std Sku,2901405,Yes,290,14,1405,1405,140.5,55.31,138.5,54.53,N,95.9,33,,Svitavy,3.780960,4.000597,3.645983,4.001396,3.790544,4.919880,4.623569,4.708230,4.323265,4.010980,3.910346,3.904756,11.427540,12.711820,13.655064,11.826082,49.620507,4.135042,0.410840
2044, MeadWestvaco Enterprises GmbH , Lactalis EUR , GALBANI EGIDIO - FATTURAZIONE , Italy , CP ,  1x2 , 100   , MPC041003/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900935,Std Sku,2900935,Yes,290,14,935,935,93.5,36.81,92.8,36.54,N,129.5,20,,Svitavy,1.401724,1.482827,1.351483,1.483545,1.405313,1.823748,1.713936,1.745516,1.602688,1.487134,1.449812,1.447659,4.236034,4.712606,5.062140,4.384604,18.395385,1.532949,0.152270
2045, MeadWestvaco Enterprises GmbH , Lactalis EUR , GALBANI EGIDIO - FATTURAZIONE , Italy , CP ,  1x2 , 100   , MPC120093/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2900935,Std Sku,2900935,Yes,290,14,935,935,93.5,36.81,92.8,36.54,N,129.5,20,,Svitavy,16.816382,17.793928,16.217078,17.798234,16.860881,21.883546,20.564361,20.942604,19.230821,17.839145,17.392718,17.368315,50.827388,56.542661,60.737785,52.600178,220.708012,18.392334,1.827537
2046, MeadWestvaco Enterprises GmbH , Heinz EUR , HEINZ ITALIA S.P.A - FATTURAZIONE , Italy , CP ,  2x2 , 125   , MPC021961/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201278,Std Sku,3201278,Yes,320,16,1278,1278,127.8,50.31,127.8,50.31,Y,83.9,22,,Svitavy,0.995892,1.054102,0.960825,1.054102,0.998697,1.296062,1.218214,1.240656,1.138963,1.056907,1.030257,1.028854,3.010818,3.348861,3.597833,3.116018,13.073531,1.089461,0.108230
2047, MeadWestvaco Enterprises GmbH , LA VILLA SANDI , LA VILLA SANDI - FATTURAZIONE , Italy , CP ,,, MPC042164/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501365,Fastrunner,3501320,No,350,18,1365,1320,132.0,51.97,0.0,0.00,N,95.9,24,,Svitavy,0.147615,0.156671,0.142181,0.156671,0.148520,0.191989,0.180216,0.183839,0.169349,0.156671,0.153048,0.153048,0.446466,0.497180,0.533405,0.462767,1.939818,0.161651,0.015919
2050, MeadWestvaco Enterprises GmbH , FRATELLI POLLI SPA-EUR , FRATELLI POLLI - FATTURAZIONE , Italy , CP ,,, MPC051292/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901405,Std Sku,2901405,Yes,290,14,1405,1405,140.5,55.31,137.0,53.94,N,74.2,20,,Svitavy,0.302182,0.319484,0.291058,0.319484,0.302800,0.393021,0.368921,0.375719,0.345439,0.320102,0.312069,0.312069,0.912724,1.015305,1.090078,0.944240,3.962348,0.330196,0.032762
2051, MeadWestvaco Enterprises GmbH , FRATELLI POLLI SPA-EUR , FRATELLI POLLI - FATTURAZIONE , Italy , CP ,,, MPC130261/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201378,Exception,3201378,Yes,320,16,1378,1378,137.8,54.25,137.8,54.25,Y,82.5,20,,Svitavy,1.742233,1.844105,1.680515,1.844105,1.747438,2.267208,2.131131,2.169798,1.992823,1.848567,1.802464,1.799490,5.266854,5.858752,6.293753,5.450521,22.869880,1.905823,0.189284
2052, MeadWestvaco Enterprises GmbH , TASSONI , TASSONI - FATTURAZIONE , Italy , CP ,  2x2 , 180   , MPC101001/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201010,Std Sku,3201010,Yes,320,16,1010,1010,101.0,39.76,100.8,39.69,N,96.0,20,,Svitavy,1.238585,1.310249,1.194191,1.310883,1.241756,1.611492,1.514460,1.542365,1.416160,1.314054,1.281076,1.279173,3.743025,4.164131,4.472984,3.874303,16.254443,1.354537,0.134548
2053, MeadWestvaco Enterprises GmbH , TASSONI , TASSONI - FATTURAZIONE , Italy , CP ,  2x3 , 180   , MPC101011/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201357,Std Sku,3201357,Yes,320,16,1357,1357,135.7,53.43,135.5,53.35,N,96.0,18,,Svitavy,2.773530,2.934574,2.674689,2.935426,2.780347,3.608572,3.391291,3.453493,3.171453,2.942243,2.868112,2.863851,8.382794,9.324345,10.016237,8.674206,36.397582,3.033132,0.301274
2054, MeadWestvaco Enterprises GmbH , ZUEGG S.P.A.-EUR , ZUEGG - FATTURAZIONE , Italy , CP ,  2x3 , 125   , MPC120051/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201278,Std Sku,3201278,Yes,320,16,1278,1278,127.8,50.31,124.4,48.98,N,78.8,14,,Svitavy,6.430892,6.804375,6.201664,6.806351,6.447360,8.368130,7.864224,8.008480,7.353732,6.822160,6.650898,6.641676,19.436932,21.621841,23.226436,20.114735,84.399944,7.033329,0.698817
2056, MeadWestvaco Enterprises GmbH , Kraft Foods EUR , BOLTON ALIMENTARI SPA - FATTUAZIONE , Italy , CP ,  3/3 , 90   , MPC012301_290/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2900910,Fastrunner,2900910,Yes,290,14,910,910,91.0,35.83,89.0,35.04,N,125.4,20,,Svitavy,3.447047,3.647268,3.323938,3.648621,3.456517,4.486032,4.215463,4.292575,3.942188,3.656738,3.564745,3.560686,10.418254,11.591170,12.450226,10.782169,45.241819,3.770152,0.374649
2058, MeadWestvaco Enterprises GmbH , Kraft Foods EUR , BOLTON ALIMENTARI SPA - FATTUAZIONE , Italy , CP ,  1x4 , 90   , MPC020271_290/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2900977,Fastrunner,2900976,No,290,14,977,976,97.6,38.43,94.9,37.36,N,132.4,24,,Svitavy,1.247013,1.319015,1.202587,1.320547,1.250077,1.622343,1.524298,1.553405,1.426252,1.323611,1.289908,1.288376,3.768615,4.192967,4.503955,3.901895,16.367433,1.363953,0.135397
2060, MeadWestvaco Enterprises GmbH , Kraft Foods EUR , BOLTON ALIMENTARI SPA - FATTUAZIONE , Italy , CP ,  1x4 , 70   , MPC042981/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2900977,Fastrunner,2900976,No,290,14,977,976,97.6,38.43,94.8,37.32,N,141.0,28,,Svitavy,0.137043,0.145200,0.132149,0.145200,0.137043,0.177830,0.168041,0.171304,0.156621,0.145200,0.141937,0.141937,0.414392,0.460073,0.495965,0.429075,1.799506,0.149959,0.014928
2061, MeadWestvaco Enterprises GmbH , Kraft Foods EUR , BOLTON ALIMENTARI SPA - FATTUAZIONE , Italy , CP ,  1x4 , 70   , MPC042981_290/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2900977,Fastrunner,2900976,No,290,14,977,976,97.6,38.43,94.8,37.32,N,141.0,28,,Svitavy,1.138763,1.204021,1.097976,1.205653,1.142026,1.481370,1.391640,1.417743,1.301909,1.207284,1.177918,1.176286,3.440760,3.829049,4.111292,3.561489,14.942590,1.245216,0.123520
2063, MeadWestvaco Enterprises GmbH , Kraft Foods EUR , BOLTON ALIMENTARI SPA - FATTUAZIONE , Italy , CP ,  1x3 , 140   , MPC050474_290/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2901020,Std Sku,2901062,No,290,14,1020,1020,106.2,41.81,101.1,39.80,N,123.2,25,,Svitavy,10.176868,10.767843,9.813907,10.770945,10.203237,13.241872,12.444599,12.674164,11.638019,10.795763,10.525869,10.510358,30.758618,34.216055,36.756782,31.831990,133.563445,11.130287,1.105806
2065, MeadWestvaco Enterprises GmbH , Kraft Foods EUR , BOLTON ALIMENTARI SPA - FATTUAZIONE , Italy , CP ,  1x4 , 140   , MPC050484_290/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2900828,Exception,2900828,Yes,290,14,828,828,82.8,32.60,81.0,31.89,N,123.2,15,,Svitavy,1.260137,1.332697,1.215391,1.333907,1.263765,1.639871,1.540705,1.568519,1.440329,1.336325,1.302464,1.301254,3.808225,4.237542,4.549553,3.940043,16.535363,1.377947,0.136829
2067, MeadWestvaco Enterprises GmbH , Kraft Foods EUR , BOLTON ALIMENTARI SPA - FATTUAZIONE , Italy , CP ,  1x3 , 120   , MPC081022_290/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2901020,Std Sku,2901062,No,290,14,1020,1020,106.2,41.81,101.0,39.76,N,139.6,30,,Svitavy,1.602927,1.696079,1.544926,1.696079,1.606442,2.084508,1.959718,1.994870,1.831414,1.699594,1.657412,1.655655,4.843932,5.387029,5.786003,5.012661,21.029625,1.752469,0.173865
2069, MeadWestvaco Enterprises GmbH , Kraft Foods EUR , BOLTON ALIMENTARI SPA - FATTUAZIONE , Italy , CP ,  1x2 , 140   , MPC110041_290/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2900977,Fastrunner,2900976,No,290,14,977,976,97.6,38.43,94.9,37.36,N,123.2,35,,Svitavy,1.272978,1.347104,1.227362,1.347104,1.275829,1.656439,1.556654,1.585164,1.455443,1.349955,1.317169,1.314318,3.847444,4.279373,4.597261,3.981442,16.705519,1.392127,0.138360
